Region,non_ruminants_rcp4.5,non_ruminants_rcp8.5,browser_rcp4.5,browser_rcp8.5,SNSBrowsers_rcp4.5,SNSBrowsers_rcp8.5,mixed_feeder_rcp4.5,mixed_feeder_rcp8.5,grazer_rcp4.5,grazer_rcp8.5,elephant_rcp4.5,elephant_rcp8.5
Southern Africa,8.881218194,55.08128285,-8.870023727,2.286571502,0,0,0,0,-12.85555268,-21.91461945,-246.815307,364.963257
Southern Africa,4.841915485,25.46603286,0.939431192,2.63612652,0,0,0,0,0.942977914,-3.133571617,243.8772888,178.5143127
Southern Africa,18.56230163,30.23952579,6.020759582,-7.880821234,0.002294004,0.006443858,0,0,-13.09943015,-48.77029664,115.6379853,-512.5482635
Southern Africa,6.693027499,8.520927429,1.568702739,0.970062293,0.001294971,0.001294971,0,0,-22.79117548,-32.16693461,-671.5099792,-701.3264465
Southern Africa,-6.0341835,-4.1058197,-2.137649536,3.365242004,0,0,0,0,0,0,0,0
Southern Africa,1.96844864,3.64036942,43.32572937,24.16639328,0,0,0,0,26.40284908,25.73066509,-48.45224,-61.5628662
East Africa,-96.12710283,-85.13458913,-11.1927795,-11.1927795,0.152145385,0.221220493,-16.81551743,1.69229126,-272.2403326,-256.058013,403.798584,-124.275879
0,0,0,0,0,0,0,0,0,0,0,0,0
East Africa,-62.3241883,-70.5144348,7.296073917,7.702623847,0.001294971,0.001201868,1.22699166,0.68059731,0,0,0,0
Southern Africa,4.53501129,2.16420364,5.744541162,20.41563415,0.160806418,0.587431491,0,0,-10.96887207,-26.60992432,0,0
Southern Africa,27.84123946,41.09077979,-1.058317205,-7.052624561,0.002414346,-0.172291278,0,0,2.231071952,-99.08170033,-46.803955,1047.695068
Southern Africa,-21.4100616,-12.50952793,-18.15249395,-15.78216934,0.139711857,-0.007783174,7.396278381,-4.047634125,-150.8199835,-166.3278475,-623.639404,407.239013
Southern Africa,17.01404953,54.33922387,-8.563892358,-0.479192701,0,0,0,0,6.913364414,23.88444757,-2295.29882,-2106.94531
East Africa,-13.29425995,-0.749771111,3.451676894,0.797733208,0.14743501,0.14743501,-1.546298981,1.894504545,-81.52409553,-62.85791015,134.7663574,211.9033817
Southern Africa,-60.194397,-44.85512927,-24.76612425,29.30822897,0,0,-4.57313919,-1.86454201,-365.4070435,-365.4070435,564.962402,-2419.648682
Southern Africa,-74.99146655,-72.23632434,-28.97096256,20.15710445,0,0,0.15171051,2.68150711,-324.4679744,-283.5118129,2265.222656,-2045.783478
Southern Africa,-46.94656371,-43.76969527,-4.081521033,25.84475327,0.234730243,0.605143547,0,0,-13.97633648,-1.133701325,0,0
Southern Africa,-27.94708046,0.576851027,-2.167688371,4.168655637,0.608061925,0.613121524,0,0,0,0,-126.9512634,-330.7689361
Southern Africa,4.28557964,13.31077579,4.243083955,14.83246994,0,0,0,0,5.47930908,-55.05568695,0,0
Southern Africa,19.46592212,73.82616974,-0.204954145,8.314722058,0,0,0,0,2.843948367,-85.77405545,-3191.20019,-509.01855
East Africa,2.2840118,55.803009,2.945463057,-17.25665569,0.000197649,0.000547528,0,0,0,0,562.1422728,1288.977967
Southern Africa,-60.04225726,-30.59053419,-41.34283916,-48.17583655,0,0,-10.99672699,-9.879417419,-14.70687962,-9.64470959,-3281.875488,-5279.796142
East Africa,-36.0411702,-26.1809025,10.72792137,8.095616694,0.001294971,0.001044393,0,0,0,0,0,0
East Africa,41.68897249,58.94651981,4.489685,5.0461273,0,0,1.327560425,1.327560425,5.158418656,15.26065636,-720.8329466,53.320862
East Africa,-90.30165296,-43.65800667,12.13780217,-0.229509314,0.304303049,0.298457383,1.19665527,1.2119503,-279.9167652,-232.8240223,0,0
Southern Africa,-90.81491851,-86.38215255,-54.702179,-50.7764435,0.00129497,0.00129497,-21.70134353,-6.03026199,-705.0225153,-704.9982539,0,0
Southern Africa,-48.1222229,-54.1117859,7.681411758,49.19044493,0.001294971,0.001294971,-20.49098588,-0.8659668,-753.0778198,-809.4854126,0,0
Southern Africa,8.48050118,46.7702961,-0.14453981,7.002841902,0,0,15.58956909,5.412330627,14.68374253,14.28108979,-1499.758789,-1443.168457
East Africa,-99.1999359,-94.7564392,-11.1927643,-10.2057495,0.146143913,0.146143913,-1.08086776,-0.99013137,-238.6088982,-177.5383568,365.5947876,1053.908692
Southern Africa,16.80775488,24.08546863,-7.521908751,-6.688674879,0,0,14.70508194,10.7617569,7.68779754,7.29240608,-570.8956911,-780.4469301
East Africa,-95.5897065,-94.8193665,-11.1927795,-11.1927795,0,0,0,0,0,0,474.271973,412.012695
Southern Africa,23.09456063,23.98970222,6.582603456,51.28726578,0.000197649,0.000197649,0,0,1.47759628,2.34757232,-884.906372,-468.229736
Southern Africa,-71.61223599,-69.08700177,-11.1927643,-11.1927643,0,0,-14.45901107,5.44864273,-845.579895,-845.579895,-4400.968262,-4273.950684
Southern Africa,-39.90937045,-39.90937045,18.51020997,17.0018472,0,0,0,0,0,0,-367.541626,-772.629761
Southern Africa,-14.30275727,1.66103363,0.9913635,5.9656219,0,0,12.06486034,1.172731402,-130.2604065,-129.8279724,297.295166,363.596436
Southern Africa,-38.17534447,2.31869888,-13.02981714,-6.876843901,0,0,4.086814876,5.888335226,-105.8364563,-104.0282898,-410.406738,-1045.242187
Southern Africa,53.48524094,44.10780716,5.5307159,4.441513,0,0,0,0,0,0,-1499.029785,-1599.586425
Southern Africa,5.146127704,28.88696862,13.1916399,32.25496435,0.088587761,0.459000349,0,0,-5.77932739,-0.20890045,-471.8274689,-98.02944566
Southern Africa,32.82933189,51.94861365,13.80042219,9.658528807,0.030362786,0.034097672,5.254592896,0,7.857866285,9.506340026,-465.5564578,25.778686
Southern Africa,-17.08041859,16.73392775,3.1458893,4.8871155,0,0,0.833944316,-3.226065637,-127.325861,-125.6238995,-320.096191,93.675293
Southern Africa,8.033788687,8.996505737,-13.73912049,-13.97942352,0,-0.0002172,0,0,13.84491539,10.17656136,0,0
Southern Africa,-27.01351166,-9.23377228,-34.36333994,-31.65281159,0,0,-1.17102337,-7.916501049,-317.4335938,-328.1741333,-1895.775971,-1874.953171
East Africa,-34.75514361,11.5685105,-65.98087119,-118.6930199,0.001294971,0.001644969,-6.06136512,-5.964221946,-77.49925614,151.2102241,656.646484,638.651123
Southern Africa,3.79247379,13.12257099,-0.6868897,0.9736633,0,0,0,0,13.81072998,13.16861343,261.050781,-154.130372
Southern Africa,27.05016614,35.24269674,21.14128995,18.27296233,0.375464499,0.379199267,0,0,-11.25938559,-4.898761749,9.66591263,797.4230651
Southern Africa,38.06850243,58.68321798,22.93653678,15.26361942,0.258376717,0.260433077,0,0,0,0,0,0
Southern Africa,9.641051292,44.85514164,22.5348785,27.36340022,0.453810096,0.46017921,0,0,-2.70488739,-21.42288208,182.8388673,707.2430423
Southern Africa,10.80617142,31.33477021,-10.89675093,-5.855012893,0.001294971,0.001077771,-5.522010803,-9.960212708,-159.5014915,-169.4592217,-4584.49902,-5616.11719
Southern Africa,-19.48252487,-2.3092041,-36.12709422,-44.45143129,0,0,0,0,-20.59109497,-22.255867,0,0
Southern Africa,-100.0359555,-101.2750893,-20.04111481,-19.59770208,0.272628785,0.605142117,0,0,-659.4322205,-652.6036572,-1055.724121,-1707.979614
East Africa,-102.9231071,-92.48787307,-11.7492065,-10.3598938,0.001294971,0.001294971,-4.46597671,-4.73702049,-618.8717413,-583.5916014,-372.597167,-722.247558
Central Africa,0,0,1.176170349,1.176170349,0,0,0.26489639,0.26489639,0,0,0,0
Southern Africa,-30.3043356,-22.2522688,-0.6436005,-0.6436005,0.001294971,0.003905714,-5.335678101,-5.335678101,-108.6715565,-120.0276728,480.087647,606.328369
Southern Africa,24.90341377,62.78610038,3.5345612,8.0242004,0,0,15.34047699,0,19.05238629,23.18601513,-1249.52832,230.875
Southern Africa,-2.235223762,26.54455948,-6.293079454,14.91650962,0.146142483,0.146142483,8.411417004,4.727649687,-12.06650924,-52.05821991,0,0
Southern Africa,46.01787972,52.29980874,8.562978794,12.12274173,-0.165801048,-0.170948505,2.283573151,0.148731232,-27.47319197,-96.23430967,-893.004303,-1099.093353
Southern Africa,12.71509552,29.36303472,11.70373916,10.01740464,0,0,0,0,-11.86296845,-3.666534419,0,0
East Africa,-75.15934322,-26.54928732,22.79155064,-6.528399607,0.294931173,0.295711637,-11.58072567,-0.955973629,-664.616044,-600.7581711,0,0
East Africa,-96.1782379,-87.7184602,-11.1927796,-11.1927796,0,0,-13.92677688,1.447263717,-659.1360665,-649.21764,579.010254,154.585693
Southern Africa,7.715951444,13.93373918,20.41356235,56.42317346,0,0,0,0,-15.88858032,-65.40188599,0,0
Southern Africa,-16.94347954,16.30705069,-13.27309896,7.587972687,0.001388073,0.001388073,-3.535903931,-4.033760071,-169.1709862,-259.1780662,-571.956665,-797.64563
Southern Africa,21.68884284,48.94231422,15.76055531,16.39138035,0,0,3.482448578,3.319202423,1.118301379,-41.93959047,-802.055176,-535.290039
Southern Africa,7.391170488,1.827043498,-0.6868896,-0.6868896,0,0,0,0,-37.96458054,-51.63319016,1096.305725,380.0449828
Southern Africa,-8.72289474,-19.49765208,-16.31239652,-24.2575441,0,0,-3.24269104,-3.180519104,-25.39804793,-85.87258125,799.894531,-953.102173
Southern Africa,-15.80255602,16.5210848,-9.138654947,1.49763823,0.00129497,0.007380366,-3.483791351,-3.483791351,-38.20013047,-55.7857952,-2834.891114,-2211.452149
East Africa,-89.48696183,-55.97265861,27.95721317,29.61543871,0.21670556,0.059919834,-10.84609986,4.195949555,-507.3267698,-501.6646089,-1763.60791,-2417.460449
Southern Africa,-0.48394776,3.21380615,4.649467587,16.01556456,0.088587642,0.458999991,0,0,1.78391743,1.8848753,0,0
East Africa,-0.39460755,1.57492065,0,0,0,0,0,0,0,0,0,0
East Africa,-74.53857193,-15.53807035,-12.11823674,29.43354992,0,0,-13.45584869,-4.139786718,-292.9462891,-265.9349365,0,0
East Africa,-72.12414548,-68.13481892,-7.037928567,7.984418884,0,0,-12.86799622,-8.527725226,-266.4982529,-244.4874611,1129.599487,748.2856449
East Africa,-61.57749564,-56.91964631,-23.82130051,33.52630711,0.00129497,0.00129497,1.58023453,1.78395462,-783.9697409,-758.9642463,-359.231201,-436.599609
East Africa,-91.12437248,-73.08709524,-4.469709449,-40.45794111,0.00129497,0.001644849,-13.85128593,1.792118071,-574.5351543,-542.143795,1762.115112,216.199829
East Africa,-33.67744014,-20.25913993,-13.10901594,-8.571029661,0,0,1.64804744,1.10649967,0,0,1368.141113,-417.916993
East Africa,-100.4685269,-90.23277671,-11.1927795,-11.1927795,0.001483798,0.001483798,-13.04212952,2.33682632,-677.3675957,-502.6290932,51.155273,-541.977539
East Africa,-99.35924923,-48.1985455,-11.1927796,-11.1927796,0.001483798,0.001833677,-13.52110863,1.769350053,-615.1953392,-522.046257,-61.524414,-400.299072
Southern Africa,14.41744328,27.45806693,9.234944344,4.385726452,0,0,0,0,5.421522138,24.783144,65.40255742,-672.0795898
Southern Africa,17.43393994,45.86050606,12.17021942,11.86681752,0,0,0,0,-6.72555542,-38.65170956,526.5365604,1225.905212
Southern Africa,14.84640503,42.9318695,-8.377672195,0.615004539,0.147598505,0.147598505,0,0,-7.418334961,0.953735352,527.8381043,-334.1233063
Southern Africa,-62.11518669,-54.70359611,-28.32600002,-43.00039814,0,0,-9.571640015,-9.422828674,-389.2327943,-448.1926775,-1302.089355,-3969.571289
East Africa,12.0708971,15.03966808,0,0,0,0,2.38509178,2.35400772,-326.7732506,-327.596283,0,0
East Africa,8.472699162,9.836261752,0,0,0.001201987,0.001294971,0,0,-6.415010453,-6.502857686,0,0
East Africa,9.959011078,10.04336739,0,0,0,0,0.40527153,0.52408409,116.8815918,134.6654663,0,0
Central Africa,11.60973454,15.23409939,0,0,0.146141767,0.146141767,1.50518035,1.79714679,-325.7714844,-324.6184082,-752.4862251,-36.4521484
Southern Africa,8.758576156,8.938003296,0,0,0,0,-0.13224411,-0.058647156,-19.33435488,-18.3568759,-3408.75,-501.36231
Southern Africa,8.223527189,8.299267049,0,0,0,0.126486212,0,0,7.600063801,2.670827866,0,0
Southern Africa,8.317282436,8.691732166,0,0,0.297989324,0.605141863,0,0,0,0,0,0
Southern Africa,7.10454559,31.46597861,0,0,0,0,0,0,0,0,-537.5762939,-20.0454711
Southern Africa,2.723245503,5.185857653,0,0,0,0,0,0,4.37419986,4.07688808,-522.850586,-860.40039
East Africa,8.20630265,12.09129334,0,0,0.147436977,0.207577586,1.8774147,2.29543114,-138.972229,-137.8284378,255.266479,-373.2360233
Southern Africa,7.45460892,6.848917,0,0,0,0,0,0,-106.2356472,-108.9958749,-924.928222,-106.202636
Southern Africa,7.656985285,6.789750095,0,0,0,0,0,0,-5.986114502,-0.618591309,0,0
East Africa,12.88231087,13.01358796,0,0,0,0,0,0,0,0,0,0
East Africa,-26.84294319,-26.84294319,0,0,-0.007102608,-0.007102608,11.96435928,11.96435928,-622.4123116,-622.4123116,-923.959961,-3397.932373
Southern Africa,11.56092358,13.46734429,0,0,0.013740838,0.017337084,5.254619598,0,-2.043216701,-3.719552987,-239.5820618,491.2465817
Southern Africa,2.79341125,5.78367901,0,0,0.379148007,0.36414671,0,0,-0.521501537,-143.7090206,199.2838287,718.0769501
Southern Africa,8.408769373,8.311151263,0,0,0.458999991,0.458999991,0,0,0.49896241,0.51499939,-115.590332,1856.995606
Southern Africa,6.6352272,6.74629975,0,0,0,0,0,0,0,0,-1564.448487,1786.924316
East Africa,-36.42339136,-31.84523964,0,0,0.147435427,0.051142335,-13.65799522,1.583507537,-524.9466782,-502.0686989,1313.651489,1102.449341
Southern Africa,0.39036751,2.86189461,0,0,0.09825325,0.404786825,0,0,-0.875638481,-91.67680776,-104.5551491,265.992691
Southern Africa,0.26673889,2.81685257,0,0,0.159965108,0.542705686,0,0,0,0,-1109.158813,1534.395264
Southern Africa,-51.32585906,-48.65828704,0,0,0,0,0,0,0,0,281.9541013,-1524.825623
Southern Africa,-1.81776047,-1.98981476,0,0,0,0,0,0,-73.5118103,-163.6012878,-1706.605011,1068.987427
Southern Africa,-11.39189148,-10.79464722,0,0,0,0,0,0,-187.3698006,-188.745472,312.979492,1383.878174
Southern Africa,0.34547711,0.57304669,0,0,0.072313134,0.078508344,0,0,-0.847341537,-12.16966247,-789.4835129,998.9039307
Southern Africa,-0.1300888,0.11270333,0,0,0,0,0,0,8.76491213,8.41225672,0,0
East Africa,-11.3701019,-11.1016998,0,0,0,0,1.45521736,1.28808403,14.75656319,17.43937493,0,0
Southern Africa,-58.46107864,-59.2585144,0,0,0,0,-14.50443173,-0.79493809,-772.1064453,-794.1912842,0,0
Central Africa,0,0,0,0,0.146141172,0.146141172,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.146141946,0.146141946,0,0,0,0,-2120.30761,-2761.818355
Southern Africa,0,0,0,0,0.146141588,0.299116432,0,0,-454.2845154,-490.3043823,0,0
Southern Africa,0,0,0,0,0.161141992,0.605142117,0,0,-16.60396165,-23.20818109,-727.840622,-657.575821
Southern Africa,0,0,0,0,0.157597661,0.157690763,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.452166212,0.452166212,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.147436737,0.147436737,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.551922679,0.529081822,0,0,0,0,9.3750153,196.0287933
Southern Africa,0,0,0,0,0.161141466,0.605141103,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.272628188,0.605140149,0,0,10.76599979,2.267102915,0,0
Southern Africa,0,0,0,0,0,0,0,0,0,0,-616.59082,-329.846679
Southern Africa,0,0,0,0,0.146140993,0.146140993,0,0,0,0,177.146973,-840.477295
Southern Africa,0,0,0,0,0.516553522,0.432125092,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.126486779,0.459001303,0,0,0,0,0,0
Southern Africa,0,0,0,0,0.050452707,-0.065247087,0,0,0,0,0,0
Southern Africa,0,0,0,0,0,-0.000349998,0,0,4.97772216,-22.08642007,0,0
Southern Africa,0,0,0,0,0.113566422,-0.039076234,0,0,-16.33070612,14.16810465,0,0
East Africa,0,0,0,0,0,0,2.0414257,2.43802261,0,0,0,0
Southern Africa,0,0,0,0,0,0,0,0,-38.41363525,-41.91662598,-205.9898071,1063.756226
Southern Africa,0,0,0,0,0,0,0,0,-3.722503662,-16.31048584,-2710.17395,-270.971191
East Africa,0,0,0,0,0,0,0,0,0,0,-3.083496,-3.083496
East Africa,0,0,0,0,0,0,0,0,-604.7324829,-608.1173706,0,0
Southern Africa,0,0,0,0,0,0,0,0,26.22892379,67.71423149,0,0
Southern Africa,0,0,0,0,0,0,0,0,-0.049315453,-0.150821209,-3739.33496,-834.92871
Southern Africa,0,0,0,0,0,0,0,0,0,0,-66.3885498,1188.359497
East Africa,0,0,0,0,0,0,0,0,0,0,-3310.156251,-2233.431153
East Africa,0,0,0,0,0,0,0,0,0,0,450.804931,-937.906128
Southern Africa,0,0,0,0,0,0,0,0,0,0,2538.740601,-1718.327758
Southern Africa,0,0,0,0,0,0,0,0,0,0,832.4690553,1847.86383
Southern Africa,0,0,0,0,0,0,0,0,0,0,663.6068117,-370.8936462
Southern Africa,0,0,0,0,0,0,0,0,0,0,-1846.728516,-2637.244629
